city,city_ascii,state_id,state_name,county_name,lat,lng
Ardmore,Ardmore,OK,Oklahoma,Carter,34.1949,-97.1256
Soledad,Soledad,CA,California,Monterey,36.4432,-121.3426
Zanesville,Zanesville,OH,Ohio,Muskingum,39.9565,-82.0132
San Benito,San Benito,TX,Texas,Cameron,26.1298,-97.644
Frederickson,Frederickson,WA,Washington,Pierce,47.0916,-122.3603
Medford,Medford,NY,New York,Suffolk,40.822,-72.9859
Cloverleaf,Cloverleaf,TX,Texas,Harris,29.7882,-95.1724
Lutz,Lutz,FL,Florida,Hillsborough,28.1396,-82.4467
Dinuba,Dinuba,CA,California,Tulare,36.5453,-119.3987
North Potomac,North Potomac,MD,Maryland,Montgomery,39.0955,-77.2373
Bainbridge Island,Bainbridge Island,WA,Washington,Kitsap,47.6439,-122.5434
Dix Hills,Dix Hills,NY,New York,Suffolk,40.8033,-73.3375
Greenbelt,Greenbelt,MD,Maryland,Prince George's,38.9953,-76.8885
Bayonet Point,Bayonet Point,FL,Florida,Pasco,28.3254,-82.6834
Ridgeland,Ridgeland,MS,Mississippi,Madison,32.4236,-90.1481
Coral Terrace,Coral Terrace,FL,Florida,Miami-Dade,25.7464,-80.3049
Auburn Hills,Auburn Hills,MI,Michigan,Oakland,42.6735,-83.2448
Selma,Selma,CA,California,Fresno,36.5715,-119.6143
Paris,Paris,TX,Texas,Lamar,33.6688,-95.546
Zion,Zion,IL,Illinois,Lake,42.4603,-87.8511
Clinton,Clinton,IA,Iowa,Clinton,41.8435,-90.2412
Centerville,Centerville,OH,Ohio,Montgomery,39.6339,-84.1449
Homer Glen,Homer Glen,IL,Illinois,Will,41.6043,-87.9497
Riverside,Riverside,OH,Ohio,Montgomery,39.7835,-84.1219
Oak Ridge,Oak Ridge,FL,Florida,Orange,28.4727,-81.4169
Leland,Leland,NC,North Carolina,Brunswick,34.2042,-78.0279
Socastee,Socastee,SC,South Carolina,Horry,33.6871,-79.0086
Farmington,Farmington,UT,Utah,Davis,40.9845,-111.9065
Oak Harbor,Oak Harbor,WA,Washington,Island,48.2964,-122.6333
Herndon,Herndon,VA,Virginia,Fairfax,38.9699,-77.3867
Ponca City,Ponca City,OK,Oklahoma,Kay,36.7235,-97.0677
Landover,Landover,MD,Maryland,Prince George's,38.9241,-76.8875
North Augusta,North Augusta,SC,South Carolina,Aiken,33.5214,-81.9547
King of Prussia,King of Prussia,PA,Pennsylvania,Montgomery,40.0963,-75.3821
Decatur,Decatur,GA,Georgia,DeKalb,33.7711,-84.2963
Faribault,Faribault,MN,Minnesota,Rice,44.2996,-93.2789
North Laurel,North Laurel,MD,Maryland,Howard,39.1285,-76.8476
Bay Point,Bay Point,CA,California,Contra Costa,38.0329,-121.9615
Happy Valley,Happy Valley,OR,Oregon,Clackamas,45.4358,-122.5081
Port St. John,Port St. John,FL,Florida,Brevard,28.4757,-80.8104
Benbrook,Benbrook,TX,Texas,Tarrant,32.6788,-97.4637
West Memphis,West Memphis,AR,Arkansas,Crittenden,35.153,-90.1996
Kerrville,Kerrville,TX,Texas,Kerr,30.0398,-99.132
Ballenger Creek,Ballenger Creek,MD,Maryland,Frederick,39.3807,-77.4206
Ladera Ranch,Ladera Ranch,CA,California,Orange,33.5492,-117.6417
White Bear Lake,White Bear Lake,MN,Minnesota,Ramsey,45.0656,-93.015
Collinsville,Collinsville,IL,Illinois,Madison,38.677,-90.0063
Elmwood Park,Elmwood Park,IL,Illinois,Cook,41.9225,-87.8163
Starkville,Starkville,MS,Mississippi,Oktibbeha,33.4608,-88.8297
South Plainfield,South Plainfield,NJ,New Jersey,Middlesex,40.5748,-74.4152
Westmont,Westmont,IL,Illinois,DuPage,41.7948,-87.9742
Wekiwa Springs,Wekiwa Springs,FL,Florida,Seminole,28.6984,-81.4251
Palmetto Bay,Palmetto Bay,FL,Florida,Miami-Dade,25.6219,-80.3221
Somerset,Somerset,NJ,New Jersey,Somerset,40.5083,-74.501
Fairfax,Fairfax,VA,Virginia,Fairfax,38.8531,-77.2997
Belton,Belton,MO,Missouri,Cass,38.8192,-94.5335
North Lynnwood,North Lynnwood,WA,Washington,Snohomish,47.8533,-122.2762
Pelham,Pelham,AL,Alabama,Shelby,33.3114,-86.7573
Yukon,Yukon,OK,Oklahoma,Canadian,35.5201,-97.7639
Simpsonville,Simpsonville,SC,South Carolina,Greenville,34.7287,-82.2569
Emporia,Emporia,KS,Kansas,Lyon,38.4028,-96.1932
Saginaw,Saginaw,TX,Texas,Tarrant,32.8657,-97.3654
Bloomingdale,Bloomingdale,FL,Florida,Hillsborough,27.8784,-82.2624
Wadsworth,Wadsworth,OH,Ohio,Medina,41.0279,-81.7323
Rolling Meadows,Rolling Meadows,IL,Illinois,Cook,42.0747,-88.0252
Solon,Solon,OH,Ohio,Cuyahoga,41.3865,-81.44
Mandan,Mandan,ND,North Dakota,Morton,46.829,-100.887
Auburn,Auburn,ME,Maine,Androscoggin,44.0851,-70.2492
Bellview,Bellview,FL,Florida,Escambia,30.462,-87.312
Columbus,Columbus,NE,Nebraska,Platte,41.4366,-97.3565
Jasmine Estates,Jasmine Estates,FL,Florida,Pasco,28.293,-82.6907
Kingston,Kingston,NY,New York,Ulster,41.9295,-73.9968
Papillion,Papillion,NE,Nebraska,Sarpy,41.1511,-96.0665
Burlington,Burlington,IA,Iowa,Des Moines,40.8071,-91.1247
San Fernando,San Fernando,CA,California,Los Angeles,34.2886,-118.4362
Columbus,Columbus,MS,Mississippi,Lowndes,33.5088,-88.4096
Freeport,Freeport,IL,Illinois,Stephenson,42.2891,-89.6346
Johnston,Johnston,IA,Iowa,Polk,41.691,-93.7234
Rosemont,Rosemont,CA,California,Sacramento,38.5478,-121.3553
South Elgin,South Elgin,IL,Illinois,Kane,41.9906,-88.3135
Webster Groves,Webster Groves,MO,Missouri,St. Louis,38.5866,-90.3544
Willoughby,Willoughby,OH,Ohio,Lake,41.6459,-81.4084
Farragut,Farragut,TN,Tennessee,Knox,35.8731,-84.1821
Highland,Highland,IN,Indiana,Lake,41.5483,-87.4588
Fountain Hills,Fountain Hills,AZ,Arizona,Maricopa,33.6073,-111.7398
Munster,Munster,IN,Indiana,Lake,41.5468,-87.504
Waverly,Waverly,MI,Michigan,Eaton,42.7401,-84.6354
Patterson,Patterson,CA,California,Stanislaus,37.4758,-121.1536
Shelbyville,Shelbyville,TN,Tennessee,Bedford,35.4987,-86.4517
Muscatine,Muscatine,IA,Iowa,Muscatine,41.4195,-91.068
Greenfield,Greenfield,IN,Indiana,Hancock,39.7937,-85.7738
Champlin,Champlin,MN,Minnesota,Hennepin,45.1702,-93.3903
Lexington,Lexington,SC,South Carolina,Lexington,33.989,-81.2202
Roseburg,Roseburg,OR,Oregon,Douglas,43.2231,-123.352
Kenmore,Kenmore,WA,Washington,King,47.7516,-122.2489
Fresno,Fresno,TX,Texas,Fort Bend,29.5357,-95.4696
Mountain House,Mountain House,CA,California,San Joaquin,37.7673,-121.5449
Jacksonville Beach,Jacksonville Beach,FL,Florida,Duval,30.2782,-81.4045
Middletown,Middletown,DE,Delaware,New Castle,39.445,-75.7183
Brookings,Brookings,SD,South Dakota,Brookings,44.3022,-96.7859
Nixa,Nixa,MO,Missouri,Christian,37.0453,-93.2959
Watauga,Watauga,TX,Texas,Tarrant,32.8719,-97.2515
Marshall,Marshall,TX,Texas,Harrison,32.537,-94.3515
Lisle,Lisle,IL,Illinois,DuPage,41.7918,-88.0888
Gardner,Gardner,KS,Kansas,Johnson,38.8122,-94.9275
Farmington,Farmington,MN,Minnesota,Dakota,44.6572,-93.1687
Griffin,Griffin,GA,Georgia,Spalding,33.2418,-84.2748
Maple Heights,Maple Heights,OH,Ohio,Cuyahoga,41.4094,-81.5625
Copiague,Copiague,NY,New York,Suffolk,40.6707,-73.3922
Vega Baja,Vega Baja,PR,Puerto Rico,Vega Baja,18.4406,-66.3997
Van Buren,Van Buren,AR,Arkansas,Crawford,35.4483,-94.3528
Clinton,Clinton,UT,Utah,Davis,41.1395,-112.0656
Maywood,Maywood,IL,Illinois,Cook,41.8798,-87.8442
West Springfield,West Springfield,VA,Virginia,Fairfax,38.7771,-77.2268
Rock Springs,Rock Springs,WY,Wyoming,Sweetwater,41.5947,-109.2209
Pottstown,Pottstown,PA,Pennsylvania,Montgomery,40.2508,-75.6445
North Platte,North Platte,NE,Nebraska,Lincoln,41.1263,-100.7641
Camp Springs,Camp Springs,MD,Maryland,Prince George's,38.8052,-76.9199
Linda,Linda,CA,California,Yuba,39.1241,-121.5421
Martha Lake,Martha Lake,WA,Washington,Snohomish,47.8479,-122.2327
Cockeysville,Cockeysville,MD,Maryland,Baltimore,39.4804,-76.6294
Cottage Lake,Cottage Lake,WA,Washington,King,47.7466,-122.0755
Raymore,Raymore,MO,Missouri,Cass,38.8029,-94.4583
Pickerington,Pickerington,OH,Ohio,Fairfield,39.889,-82.7678
Union Hill-Novelty Hill,Union Hill-Novelty Hill,WA,Washington,King,47.6788,-122.0284
Eastmont,Eastmont,WA,Washington,Snohomish,47.8968,-122.1818
Ashland,Ashland,CA,California,Alameda,37.6942,-122.1159
New Brighton,New Brighton,MN,Minnesota,Ramsey,45.0658,-93.206
Edgewater,Edgewater,FL,Florida,Volusia,28.9594,-80.9406
Belton,Belton,TX,Texas,Bell,31.0525,-97.479
Easley,Easley,SC,South Carolina,Pickens,34.8188,-82.5827
Trotwood,Trotwood,OH,Ohio,Montgomery,39.7926,-84.3165
Oakdale,Oakdale,CA,California,Stanislaus,37.7618,-120.8468
Liberty Triangle,Liberty Triangle,FL,Florida,Marion,29.076,-82.2191
Chantilly,Chantilly,VA,Virginia,Fairfax,38.8868,-77.4453
Calabasas,Calabasas,CA,California,Los Angeles,34.1375,-118.6689
Cartersville,Cartersville,GA,Georgia,Bartow,34.1644,-84.8009
Eustis,Eustis,FL,Florida,Lake,28.8563,-81.6771
Bear,Bear,DE,Delaware,New Castle,39.6189,-75.6808
Chester,Chester,VA,Virginia,Chesterfield,37.3531,-77.4342
Cataño,Catano,PR,Puerto Rico,Cataño,18.4375,-66.144
Bloomington,Bloomington,CA,California,San Bernardino,34.0601,-117.4013
Hopewell,Hopewell,VA,Virginia,Hopewell,37.2915,-77.2985
Fernley,Fernley,NV,Nevada,Lyon,39.5627,-119.1906
Glassboro,Glassboro,NJ,New Jersey,Gloucester,39.7014,-75.1113
Hudson,Hudson,OH,Ohio,Summit,41.2399,-81.4408
Taylors,Taylors,SC,South Carolina,Greenville,34.9157,-82.3124
Radcliff,Radcliff,KY,Kentucky,Hardin,37.8204,-85.9365
Watertown,Watertown,WI,Wisconsin,Jefferson,43.1893,-88.7285
Brent,Brent,FL,Florida,Escambia,30.4727,-87.2495
Woodlawn,Woodlawn,VA,Virginia,Fairfax,38.7332,-77.1149
Searcy,Searcy,AR,Arkansas,White,35.2418,-91.7351
Crystal,Crystal,MN,Minnesota,Hennepin,45.0377,-93.3599
Nocatee,Nocatee,FL,Florida,St. Johns,30.0927,-81.4095
Christiansburg,Christiansburg,VA,Virginia,Montgomery,37.1406,-80.4036
Laguna Beach,Laguna Beach,CA,California,Orange,33.5455,-117.7613
Loves Park,Loves Park,IL,Illinois,Winnebago,42.3364,-88.9975
Blue Island,Blue Island,IL,Illinois,Cook,41.6578,-87.6811
Prairie Village,Prairie Village,KS,Kansas,Johnson,38.9874,-94.6362
Keene,Keene,NH,New Hampshire,Cheshire,42.9494,-72.2998
Garden City,Garden City,NY,New York,Nassau,40.7266,-73.6447
Roselle,Roselle,IL,Illinois,DuPage,41.9809,-88.0861
Machesney Park,Machesney Park,IL,Illinois,Winnebago,42.3666,-89.0266
Katy,Katy,TX,Texas,Harris,29.7905,-95.8353
Millbrae,Millbrae,CA,California,San Mateo,37.5994,-122.4023
Hialeah Gardens,Hialeah Gardens,FL,Florida,Miami-Dade,25.8878,-80.3569
Corcoran,Corcoran,CA,California,Kings,36.0841,-119.5613
Brambleton,Brambleton,VA,Virginia,Loudoun,38.9803,-77.5323
Pecan Grove,Pecan Grove,TX,Texas,Fort Bend,29.6235,-95.733
Sun Valley,Sun Valley,NV,Nevada,Washoe,39.6104,-119.777
Duncan,Duncan,OK,Oklahoma,Stephens,34.5408,-97.9215
Villa Park,Villa Park,IL,Illinois,DuPage,41.8865,-87.9779
Junction City,Junction City,KS,Kansas,Geary,39.0277,-96.8508
Watertown,Watertown,SD,South Dakota,Codington,44.9094,-97.1532
Hazel Dell,Hazel Dell,WA,Washington,Clark,45.6797,-122.6553
Anthem,Anthem,AZ,Arizona,Maricopa,33.856,-112.1168
The Crossings,The Crossings,FL,Florida,Miami-Dade,25.6708,-80.4018
Candler-McAfee,Candler-McAfee,GA,Georgia,DeKalb,33.7267,-84.2723
Kapolei,Kapolei,HI,Hawaii,Honolulu,21.3399,-158.0677
Allison Park,Allison Park,PA,Pennsylvania,Allegheny,40.573,-79.9603
Athens,Athens,OH,Ohio,Athens,39.327,-82.0987
North Plainfield,North Plainfield,NJ,New Jersey,Somerset,40.6209,-74.4386
Cudahy,Cudahy,CA,California,Los Angeles,33.9631,-118.183
East San Gabriel,East San Gabriel,CA,California,Los Angeles,34.1157,-118.0791
Fairhope,Fairhope,AL,Alabama,Baldwin,30.5209,-87.8813
Bonney Lake,Bonney Lake,WA,Washington,Pierce,47.1791,-122.17
Summit,Summit,NJ,New Jersey,Union,40.7154,-74.3647
East Peoria,East Peoria,IL,Illinois,Tazewell,40.6736,-89.5419
Florida Ridge,Florida Ridge,FL,Florida,Indian River,27.5805,-80.3848
Horizon City,Horizon City,TX,Texas,El Paso,31.6799,-106.1903
Greenwood,Greenwood,SC,South Carolina,Greenwood,34.1947,-82.1542
Cherry Hill,Cherry Hill,VA,Virginia,Prince William,38.5696,-77.2895
Corinth,Corinth,TX,Texas,Denton,33.1434,-97.0682
Roselle,Roselle,NJ,New Jersey,Union,40.6527,-74.2599
Coralville,Coralville,IA,Iowa,Johnson,41.699,-91.5967
Willowbrook,Willowbrook,CA,California,Los Angeles,33.9209,-118.2356
Biddeford,Biddeford,ME,Maine,York,43.4673,-70.4511
Bloomingdale,Bloomingdale,IL,Illinois,DuPage,41.9497,-88.0895
Albertville,Albertville,AL,Alabama,Marshall,34.2633,-86.2108
Rancho San Diego,Rancho San Diego,CA,California,San Diego,32.7624,-116.9197
La Porte,La Porte,IN,Indiana,LaPorte,41.6069,-86.7142
Central Falls,Central Falls,RI,Rhode Island,Providence,41.8901,-71.3934
Waynesboro,Waynesboro,VA,Virginia,Waynesboro,38.0674,-78.9014
Acworth,Acworth,GA,Georgia,Cobb,34.0566,-84.6716
DeBary,DeBary,FL,Florida,Volusia,28.8815,-81.324
Ruston,Ruston,LA,Louisiana,Lincoln,32.5328,-92.6363
Brushy Creek,Brushy Creek,TX,Texas,Williamson,30.5128,-97.7386
Mountain Brook,Mountain Brook,AL,Alabama,Jefferson,33.4871,-86.74
Marina,Marina,CA,California,Monterey,36.681,-121.7892
Kihei,Kihei,HI,Hawaii,Maui,20.7653,-156.4454
West Carson,West Carson,CA,California,Los Angeles,33.8229,-118.2931
Silver Firs,Silver Firs,WA,Washington,Snohomish,47.8635,-122.1497
Sunny Isles Beach,Sunny Isles Beach,FL,Florida,Miami-Dade,25.9385,-80.1246
Chalmette,Chalmette,LA,Louisiana,St. Bernard,29.9438,-89.966
McNair,McNair,VA,Virginia,Fairfax,38.9513,-77.4115
Granite Bay,Granite Bay,CA,California,Placer,38.7601,-121.1714
Ensley,Ensley,FL,Florida,Escambia,30.5259,-87.2733
Golden Valley,Golden Valley,MN,Minnesota,Hennepin,44.9901,-93.3591
West Rancho Dominguez,West Rancho Dominguez,CA,California,Los Angeles,33.9057,-118.2683
World Golf Village,World Golf Village,FL,Florida,St. Johns,29.9654,-81.4896
Ramona,Ramona,CA,California,San Diego,33.0474,-116.8766
Evans,Evans,CO,Colorado,Weld,40.366,-104.739
Clarksville,Clarksville,IN,Indiana,Clark,38.322,-85.7673
Montclair,Montclair,VA,Virginia,Prince William,38.6111,-77.34
West Puente Valley,West Puente Valley,CA,California,Los Angeles,34.0513,-117.9681
Hastings,Hastings,MN,Minnesota,Dakota,44.7318,-92.8538
Oxford,Oxford,OH,Ohio,Butler,39.5061,-84.7446
Lorton,Lorton,VA,Virginia,Fairfax,38.6983,-77.2164
East Ridge,East Ridge,TN,Tennessee,Hamilton,34.9973,-85.2285
Carbondale,Carbondale,IL,Illinois,Jackson,37.7221,-89.2237
Sapulpa,Sapulpa,OK,Oklahoma,Creek,36.0091,-96.1003
Oxford,Oxford,AL,Alabama,Calhoun,33.5967,-85.8687
Chillicothe,Chillicothe,OH,Ohio,Ross,39.3393,-82.9939
Sanford,Sanford,ME,Maine,York,43.4244,-70.7573
Darien,Darien,IL,Illinois,DuPage,41.7448,-87.9822
Valinda,Valinda,CA,California,Los Angeles,34.04,-117.93
Chambersburg,Chambersburg,PA,Pennsylvania,Franklin,39.9315,-77.6556
St. Andrews,St. Andrews,SC,South Carolina,Richland,34.051,-81.1057
Pascagoula,Pascagoula,MS,Mississippi,Jackson,30.3666,-88.5506
North Salt Lake,North Salt Lake,UT,Utah,Davis,40.8439,-111.9187
Hillsborough,Hillsborough,NJ,New Jersey,Somerset,40.5069,-74.6523
Middleton,Middleton,WI,Wisconsin,Dane,43.1064,-89.5059
New Castle,New Castle,PA,Pennsylvania,Lawrence,40.9956,-80.3458
Port Hueneme,Port Hueneme,CA,California,Ventura,34.1618,-119.2036
Massapequa,Massapequa,NY,New York,Nassau,40.6676,-73.4706
Mount Pleasant,Mount Pleasant,MI,Michigan,Isabella,43.5966,-84.7759
Columbia Heights,Columbia Heights,MN,Minnesota,Anoka,45.0484,-93.2472
Hayesville,Hayesville,OR,Oregon,Marion,44.9793,-122.9738
Parsippany,Parsippany,NJ,New Jersey,Morris,40.8645,-74.4135
Klamath Falls,Klamath Falls,OR,Oregon,Klamath,42.2195,-121.7754
Avon,Avon,IN,Indiana,Hendricks,39.7601,-86.3916
Langley Park,Langley Park,MD,Maryland,Prince George's,38.9897,-76.9808
Silverdale,Silverdale,WA,Washington,Kitsap,47.6663,-122.6828
Sedalia,Sedalia,MO,Missouri,Pettis,38.7059,-93.234
Lakeside,Lakeside,CA,California,San Diego,32.856,-116.904
Selden,Selden,NY,New York,Suffolk,40.8714,-73.0466
South Euclid,South Euclid,OH,Ohio,Cuyahoga,41.524,-81.5245
Birmingham,Birmingham,MI,Michigan,Oakland,42.5446,-83.2166
Shelby,Shelby,NC,North Carolina,Cleveland,35.2904,-81.5451
Yucca Valley,Yucca Valley,CA,California,San Bernardino,34.1234,-116.4216
Duarte,Duarte,CA,California,Los Angeles,34.161,-117.9504
Del City,Del City,OK,Oklahoma,Oklahoma,35.4483,-97.4408
Gallup,Gallup,NM,New Mexico,McKinley,35.5182,-108.7431
American Canyon,American Canyon,CA,California,Napa,38.1796,-122.2583
New Hope,New Hope,MN,Minnesota,Hennepin,45.0375,-93.3869
Alliance,Alliance,OH,Ohio,Stark,40.9107,-81.1189
Tukwila,Tukwila,WA,Washington,King,47.475,-122.2728
Fulshear,Fulshear,TX,Texas,Fort Bend,29.693,-95.8804
Rocky River,Rocky River,OH,Ohio,Cuyahoga,41.4702,-81.8525
Mililani Mauka,Mililani Mauka,HI,Hawaii,Honolulu,21.4756,-157.9948
Ashland,Ashland,KY,Kentucky,Boyd,38.4592,-82.6448
Payson,Payson,UT,Utah,Utah,40.0355,-111.739
Lino Lakes,Lino Lakes,MN,Minnesota,Anoka,45.1679,-93.083
Celina,Celina,TX,Texas,Collin,33.3154,-96.7941
Holiday,Holiday,FL,Florida,Pasco,28.1864,-82.7429
Harvey,Harvey,LA,Louisiana,Jefferson,29.8876,-90.0666
Dickinson,Dickinson,TX,Texas,Galveston,29.4548,-95.0589
Secaucus,Secaucus,NJ,New Jersey,Hudson,40.781,-74.0659
Ozark,Ozark,MO,Missouri,Christian,37.0365,-93.2158
East Patchogue,East Patchogue,NY,New York,Suffolk,40.7704,-72.9817
Rio Rico,Rio Rico,AZ,Arizona,Santa Cruz,31.4957,-110.9885
Four Square Mile,Four Square Mile,CO,Colorado,Arapahoe,39.6808,-104.888
Ashland,Ashland,OR,Oregon,Jackson,42.1905,-122.6992
Geneva,Geneva,IL,Illinois,Kane,41.8833,-88.3242
Pleasant Prairie,Pleasant Prairie,WI,Wisconsin,Kenosha,42.5266,-87.8895
Seymour,Seymour,IN,Indiana,Jackson,38.9476,-85.8911
Mukilteo,Mukilteo,WA,Washington,Snohomish,47.9096,-122.3035
Mountlake Terrace,Mountlake Terrace,WA,Washington,Snohomish,47.7921,-122.3077
South Lake Tahoe,South Lake Tahoe,CA,California,El Dorado,38.9393,-119.9828
Lindenwold,Lindenwold,NJ,New Jersey,Camden,39.8173,-74.9898
Vicksburg,Vicksburg,MS,Mississippi,Warren,32.3173,-90.8868
Winter Gardens,Winter Gardens,CA,California,San Diego,32.8376,-116.9268
South Holland,South Holland,IL,Illinois,Cook,41.5977,-87.6022
Sulphur,Sulphur,LA,Louisiana,Calcasieu,30.2286,-93.3566
Dolton,Dolton,IL,Illinois,Cook,41.6284,-87.5979
Clemmons,Clemmons,NC,North Carolina,Forsyth,36.0319,-80.3861
Perry,Perry,GA,Georgia,Houston,32.472,-83.7283
Yorkville,Yorkville,IL,Illinois,Kendall,41.6563,-88.4507
Baldwin,Baldwin,PA,Pennsylvania,Allegheny,40.369,-79.9669
Elmwood Park,Elmwood Park,NJ,New Jersey,Bergen,40.9049,-74.1201
West Pensacola,West Pensacola,FL,Florida,Escambia,30.4263,-87.2679
Carrboro,Carrboro,NC,North Carolina,Orange,35.9259,-79.0878
Suwanee,Suwanee,GA,Georgia,Gwinnett,34.0508,-84.0686
Lealman,Lealman,FL,Florida,Pinellas,27.8197,-82.6847
Rose Hill,Rose Hill,VA,Virginia,Fairfax,38.7872,-77.1085
Milwaukie,Milwaukie,OR,Oregon,Clackamas,45.4445,-122.6219
Bayou Cane,Bayou Cane,LA,Louisiana,Terrebonne,29.6243,-90.751
Foley,Foley,AL,Alabama,Baldwin,30.3983,-87.665
Hays,Hays,KS,Kansas,Ellis,38.8821,-99.3221
Tullahoma,Tullahoma,TN,Tennessee,Coffee,35.3721,-86.2172
Gardner,Gardner,MA,Massachusetts,Worcester,42.5845,-71.9868
North Bellmore,North Bellmore,NY,New York,Nassau,40.6904,-73.539
North Ogden,North Ogden,UT,Utah,Weber,41.3123,-111.9584
Makakilo,Makakilo,HI,Hawaii,Honolulu,21.3591,-158.0813
Park Forest,Park Forest,IL,Illinois,Cook,41.4817,-87.6867
Helena,Helena,AL,Alabama,Shelby,33.2837,-86.8791
Wade Hampton,Wade Hampton,SC,South Carolina,Greenville,34.8821,-82.3336
Stephenville,Stephenville,TX,Texas,Erath,32.2147,-98.2205
Willmar,Willmar,MN,Minnesota,Kandiyohi,45.1216,-95.0569
Merrick,Merrick,NY,New York,Nassau,40.6515,-73.5535
Lebanon,Lebanon,OH,Ohio,Warren,39.4254,-84.2133
Mineola,Mineola,NY,New York,Nassau,40.747,-73.6394
East Moline,East Moline,IL,Illinois,Rock Island,41.5199,-90.3879
Green Valley,Green Valley,AZ,Arizona,Pima,31.8393,-111.0009
Louisville,Louisville,CO,Colorado,Boulder,39.971,-105.1441
Fort Walton Beach,Fort Walton Beach,FL,Florida,Okaloosa,30.4255,-86.6222
Five Corners,Five Corners,WA,Washington,Clark,45.6883,-122.5738
Snellville,Snellville,GA,Georgia,Gwinnett,33.8562,-84.0038
Battle Ground,Battle Ground,WA,Washington,Clark,45.7766,-122.5413
Germantown,Germantown,WI,Wisconsin,Washington,43.2343,-88.1217
Murphy,Murphy,TX,Texas,Collin,33.0186,-96.6105
Hyattsville,Hyattsville,MD,Maryland,Prince George's,38.9613,-76.9548
Carlisle,Carlisle,PA,Pennsylvania,Cumberland,40.2,-77.2034
Arnold,Arnold,MO,Missouri,Jefferson,38.4297,-90.3733
West St. Paul,West St. Paul,MN,Minnesota,Dakota,44.9018,-93.0858
Murrysville,Murrysville,PA,Pennsylvania,Westmoreland,40.4456,-79.6554
Covington,Covington,WA,Washington,King,47.3667,-122.1045
Lockport,Lockport,NY,New York,Niagara,43.1698,-78.6956
Grayslake,Grayslake,IL,Illinois,Lake,42.3405,-88.0338
Mill Creek,Mill Creek,WA,Washington,Snohomish,47.8631,-122.2037
Bryant,Bryant,AR,Arkansas,Saline,34.6152,-92.4914
Hanahan,Hanahan,SC,South Carolina,Berkeley,32.9302,-80.0027
St. John,St. John,IN,Indiana,Lake,41.4429,-87.4697
Ennis,Ennis,TX,Texas,Ellis,32.3254,-96.6347
Parma Heights,Parma Heights,OH,Ohio,Cuyahoga,41.3865,-81.7637
Lennox,Lennox,CA,California,Los Angeles,33.938,-118.3586
South Milwaukee,South Milwaukee,WI,Wisconsin,Milwaukee,42.912,-87.8627
Marquette,Marquette,MI,Michigan,Marquette,46.544,-87.4082
Waxhaw,Waxhaw,NC,North Carolina,Union,34.9363,-80.7439
Lomita,Lomita,CA,California,Los Angeles,33.7933,-118.3175
Mesquite,Mesquite,NV,Nevada,Clark,36.8032,-114.133
Rosamond,Rosamond,CA,California,Kern,34.8658,-118.2155
Montgomery,Montgomery,IL,Illinois,Kane,41.7237,-88.3633
Bethany,Bethany,OK,Oklahoma,Oklahoma,35.5071,-97.6418
Pittsburg,Pittsburg,KS,Kansas,Crawford,37.4129,-94.6985
Hurricane,Hurricane,UT,Utah,Washington,37.1487,-113.3517
Adrian,Adrian,MI,Michigan,Lenawee,41.8994,-84.0447
South St. Paul,South St. Paul,MN,Minnesota,Dakota,44.8877,-93.0411
Nanuet,Nanuet,NY,New York,Rockland,41.0957,-74.0155
Mead Valley,Mead Valley,CA,California,Riverside,33.8333,-117.2852
Pleasantville,Pleasantville,NJ,New Jersey,Atlantic,39.39,-74.5169
Libertyville,Libertyville,IL,Illinois,Lake,42.287,-87.967
Forest Lake,Forest Lake,MN,Minnesota,Washington,45.2536,-92.9582
Bothell West,Bothell West,WA,Washington,Snohomish,47.8056,-122.2401
Mustang,Mustang,OK,Oklahoma,Canadian,35.3917,-97.7246
Northfield,Northfield,MN,Minnesota,Rice,44.455,-93.1698
Elko,Elko,NV,Nevada,Elko,40.8381,-115.7678
Stevenson Ranch,Stevenson Ranch,CA,California,Los Angeles,34.3894,-118.5883
Golden,Golden,CO,Colorado,Jefferson,39.7406,-105.2118
Otsego,Otsego,MN,Minnesota,Wright,45.266,-93.6201
Saco,Saco,ME,Maine,York,43.539,-70.4624
Piqua,Piqua,OH,Ohio,Miami,40.1506,-84.2441
Imperial,Imperial,CA,California,Imperial,32.839,-115.572
Hauppauge,Hauppauge,NY,New York,Suffolk,40.8211,-73.2109
Monroe,Monroe,MI,Michigan,Monroe,41.9155,-83.3849
Montrose,Montrose,CO,Colorado,Montrose,38.4689,-107.859
West Hempstead,West Hempstead,NY,New York,Nassau,40.6959,-73.6507
North Liberty,North Liberty,IA,Iowa,Johnson,41.7438,-91.6112
Old Jamestown,Old Jamestown,MO,Missouri,St. Louis,38.8394,-90.2847
Painesville,Painesville,OH,Ohio,Lake,41.724,-81.2536
La Cañada Flintridge,La Canada Flintridge,CA,California,Los Angeles,34.2097,-118.2002
Sidney,Sidney,OH,Ohio,Shelby,40.2891,-84.1667
Altamont,Altamont,OR,Oregon,Klamath,42.198,-121.7248
Westbrook,Westbrook,ME,Maine,Cumberland,43.6954,-70.3539
North Amityville,North Amityville,NY,New York,Suffolk,40.7005,-73.4119
Salmon Creek,Salmon Creek,WA,Washington,Clark,45.7099,-122.6632
Lynbrook,Lynbrook,NY,New York,Nassau,40.6579,-73.6742
East Northport,East Northport,NY,New York,Suffolk,40.8791,-73.3233
Sherwood,Sherwood,OR,Oregon,Washington,45.3594,-122.8427
